Notch1_1,GAPDH_0	0.933025034115	0.544152900451	35	25	69	66	60	135	104	91
Smad4_1,CD20_1	0.382855161943	0.473765910123	37	30	67	61	67	128	104	91
PKC-alpha_0,Heregulin_0	0.62201668941	0.726774302011	34	26	70	65	60	135	104	91
PRDX1_1,beta-Catenin_0	0.570631430091	0.663012485887	36	28	68	63	64	131	104	91
14-3-3_epsilon_1,GAPDH_0	0.933025034115	0.98901451637	35	25	69	66	60	135	104	91
Dvl3_1,PKC-alpha_0,EGFR_pY1068_0,Bad_pS112_0	0.144478763288	0.264178394859	33	28	71	63	61	134	104	91
MYH11_1,ER-alpha_pS118_0	-1.24403337882	0.614437377619	28	32	76	59	60	135	104	91
PRDX1_0,EGFR_pY1068_0,Bad_pS112_0	0.659107208264	0.369766102205	46	36	58	55	82	113	104	91
GAPDH_0,Bim_0	-0.62201668941	0.10339651834	30	30	74	61	60	135	104	91
PI3K-p85_1,mTOR_0	-1.28512966704	0.252524248452	32	36	72	55	68	127	104	91
JAB1_1,SCD1_1	0.311008344705	0.77120137279	33	27	71	64	60	135	104	91
NF2_1,53BP1_0	0.62201668941	0.809676584266	34	26	70	65	60	135	104	91
Smad1_1,Ku80_1	0.710498200074	0.320196541046	37	28	67	63	65	130	104	91
PI3K-p85_1,PKC-alpha_0,p27_0	0.0	0.56787931459	32	28	72	63	60	135	104	91
PKC-alpha_0,GATA3_0	0.62201668941	0.639987561352	34	26	70	65	60	135	104	91
p27_pT198_1,TIGAR_0	-0.870030791781	0.917910593718	36	37	68	54	73	122	104	91
Tuberin_pT1462_1,GAB2_1	-2.18413875384	0.338433648909	28	38	76	53	66	129	104	91
Chk1_1,FOXO3a_pS318_S321_0	1.65749058712	0.116969770763	39	24	65	67	63	132	104	91
Akt_pT308_1,Dvl3_0	-0.311008344705	0.7709209541	31	29	73	62	60	135	104	91
PKC-alpha_0,c-Jun_pS73_0	-0.62201668941	0.966121225685	30	30	74	61	60	135	104	91
c-Kit_0,Bcl-xL_0	0.101499742868	0.929607948395	35	30	69	61	65	130	104	91
Rictor_pT1135_1,GSK3-alpha-beta_1	-1.86605006823	0.116282998403	26	34	78	57	60	135	104	91
Chk1_1,c-Myc_1	0.0	0.78993543064	32	28	72	63	60	135	104	91
MYH11_1,Tuberin_0	-1.14074435918	0.556797172015	33	36	71	55	69	126	104	91
YAP_0,CDK1_0	-0.240156707195	0.17240730326	36	33	68	58	69	126	104	91
GSK3-alpha-beta_0,ACC_pS79_0	0.287693243537	0.56899190948	34	28	70	63	62	133	104	91
Smad4_1,Bad_pS112_1	0.311008344705	0.956442006587	33	27	71	64	60	135	104	91
Src_pY527_1,AMPK_pT172_1	-0.62201668941	0.089854713218	30	30	74	61	60	135	104	91
GSK3-alpha-beta_1,CDK1_0	-1.57743354444	0.204401474444	30	36	74	55	66	129	104	91
p53_1,p27_0	0.62201668941	0.0641782180009	34	26	70	65	60	135	104	91
S6_pS235_S236_1,P-Cadherin_0	0.405998971471	0.867758315528	36	29	68	62	65	130	104	91
S6_pS235_S236_1,Cyclin_D1_1	0.287693243537	0.0813238037798	34	28	70	63	62	133	104	91
PRDX1_0,PKC-alpha_0,FOXO3a_0	0.311008344705	0.24545584349	33	27	71	64	60	135	104	91
MYH11_0,Dvl3_0	-1.26354102377	0.4224475063	30	34	74	57	64	131	104	91
YAP_pS127_0,ER-alpha_pS118_0	0.220881661522	0.506958277951	37	31	67	60	68	127	104	91
eIF4G_0,Bad_pS112_0	0.570631430091	0.484902807514	36	28	68	63	64	131	104	91
VEGFR2_0,PDCD4_0	0.62201668941	0.684939134119	34	26	70	65	60	135	104	91
Tuberin_0,mTOR_0	-1.55504172353	0.0168994583695	27	33	77	58	60	135	104	91
Chk1_1,Acetyl-a-Tubulin-Lys40_1	0.311008344705	0.467582535377	33	27	71	64	60	135	104	91
HSP70_1,JAB1_0	-0.118975006891	0.662308669425	38	34	66	57	72	123	104	91
GSK3_pS9_1,ER-alpha_pS118_0	-0.381522869902	0.211133813238	35	33	69	58	68	127	104	91
PI3K-p85_1,BRCA2_1	-1.24403337882	0.96838705004	28	32	76	59	60	135	104	91
Cyclin_D1_1,GSK3-alpha-beta_0	0.144478763288	0.857200921309	33	28	71	63	61	134	104	91
PRDX1_1,PDK1_pS241_0	1.86605006823	0.244373490287	38	22	66	69	60	135	104	91
GSK3-alpha-beta_1,Collagen_VI_0	-2.48806675764	0.107931526616	24	36	80	55	60	135	104	91
c-Met_pY1235_1,Collagen_VI_0	0.0600391767987	0.919848136094	37	32	67	59	69	126	104	91
PKC-alpha_1,PDCD4_0	-0.311008344705	0.395487491448	31	29	73	62	60	135	104	91
PDCD4_0,CD20_0	0.311008344705	0.514379883014	33	27	71	64	60	135	104	91
CD20_1,Ku80_0	0.62201668941	0.562007503527	34	26	70	65	60	135	104	91
eEF2K_1,PRDX1_0	0.311008344705	0.623431173095	33	27	71	64	60	135	104	91
Src_pY527_1,MEK1_pS217_S221_1	-1.56923643275	0.228570951435	29	35	75	56	64	131	104	91
EGFR_pY1068_0,Dvl3_0	-1.28512966704	0.513278036372	32	36	72	55	68	127	104	91
Collagen_VI_1,Chk1_1	-0.311008344705	0.539337653182	31	29	73	62	60	135	104	91
EGFR_pY1068_0,ACC_pS79_0	0.311008344705	0.869379809148	33	27	71	64	60	135	104	91
GSK3_pS9_1,Chk1_1	-0.364023125641	0.631335283141	34	32	70	59	66	129	104	91
PDCD4_0,Annexin-1_0	0.311008344705	0.818571180475	33	27	71	64	60	135	104	91
Rab11_1,Bcl-xL_0	1.86605006823	0.0998337945975	38	22	66	69	60	135	104	91
Smad4_1,PI3K-p85_1	0.636404517126	0.599893895907	40	31	64	60	71	124	104	91
SCD1_1,Chk2_pT68_1	1.55504172353	0.070062411218	37	23	67	68	60	135	104	91
eEF2_1,EGFR_0	-0.0407593878636	0.547450804594	34	30	70	61	64	131	104	91
Chk2_pT68_1,SCD1_0	1.39642400438	0.0946712032212	42	28	62	63	70	125	104	91
Rictor_pT1135_1,AMPK_pT172_1	-0.0997445717412	0.252537990889	37	33	67	58	70	125	104	91
Akt_pT308_1,PKC-alpha_0,p27_0	0.62201668941	0.564070411997	34	26	70	65	60	135	104	91
4E-BP1_pT70_1,Bcl-xL_0	-0.165118586615	0.605350157433	32	29	72	62	61	134	104	91
GSK3_pS9_1,Bcl-xL_0	0.62201668941	0.682435063741	34	26	70	65	60	135	104	91
FOXO3a_pS318_S321_0,Bcl-xL_0	1.65749058712	0.0765813692232	39	24	65	67	63	132	104	91
Bad_pS112_0,14-3-3_epsilon_0	0.972745841446	0.14350352602	46	34	58	57	80	115	104	91
S6_pS235_S236_1,JAB1_0	0.311008344705	0.457947157773	33	27	71	64	60	135	104	91
PDCD4_0,14-3-3_beta_0	-0.62201668941	0.415045482745	30	30	74	61	60	135	104	91
YAP_pS127_1,GAB2_1	-1.55504172353	0.524590946761	27	33	77	58	60	135	104	91
SCD1_0,Akt_0	1.86605006823	0.273596469756	38	22	66	69	60	135	104	91
p27_0,HER3_0	-1.24403337882	0.402424958322	28	32	76	59	60	135	104	91
Annexin_VII_1,AMPK_pT172_1	0.287693243537	0.12009717853	34	28	70	63	62	133	104	91
S6_pS235_S236_1,Rictor_pT1135_1	0.773337544794	0.8452764491	41	31	63	60	72	123	104	91
Chk1_pS345_1,ER-alpha_pS118_0	-0.637035039261	0.615516982838	31	31	73	60	62	133	104	91
PDK1_pS241_0,JNK_pT183_Y185_0	0.62201668941	0.880075774715	34	26	70	65	60	135	104	91
Src_pY527_1,MEK1_pS217_S221_0	1.3505478858	0.0337666969224	38	25	66	66	63	132	104	91
NF-kB-p65_pS536_1,FOXO3a_0	1.073270813	0.101620247786	36	25	68	66	61	134	104	91
SCD1_1,FOXO3a_pS318_S321_0	2.06533895523	0.121806659212	47	28	57	63	75	120	104	91
Annexin_VII_1,NDRG1_pT346_0	0.960626828779	0.105289704804	40	29	64	62	69	126	104	91
ERK2_1,PRDX1_0	-0.62201668941	0.515597018209	30	30	74	61	60	135	104	91
PAI-1_1,FOXO3a_0	0.0	0.132293231176	32	28	72	63	60	135	104	91
MYH11_1,AMPK_pT172_0	-0.0205495173955	0.216581382271	33	29	71	62	62	133	104	91
Rictor_pT1135_1,Tuberin_0	-1.24403337882	0.151143045341	28	32	76	59	60	135	104	91
c-Met_pY1235_1,Src_0	0.0	0.467563799835	32	28	72	63	60	135	104	91
JNK_pT183_Y185_1,P-Cadherin_0	-0.398978286965	0.266502756864	36	34	68	57	70	125	104	91
HSP70_1,eEF2_1	-0.240156707195	0.849136859467	36	33	68	58	69	126	104	91
Chk1_pS345_1,p27_0	-0.311008344705	0.881434439146	31	29	73	62	60	135	104	91
Bcl-xL_1,PKC-pan_BetaII_pS660_0	1.9033328779	0.0268826614761	47	29	57	62	76	119	104	91
PDK1_pS241_0,EGFR_0	0.933025034115	0.806666057076	35	25	69	66	60	135	104	91
N-Cadherin_0,EGFR_pY1068_0	-1.86605006823	0.33479614023	26	34	78	57	60	135	104	91
FOXO3a_0,B-Raf_0	0.546034688461	0.106657701495	37	29	67	62	66	129	104	91
Src_pY527_1,Dvl3_0	-2.33230003594	0.090350783746	25	36	79	55	61	134	104	91
GAB2_1,ARHI_0	-1.72549562875	0.154978382933	29	36	75	55	65	130	104	91
ARHI_0,53BP1_0	-0.311008344705	0.288572618902	31	29	73	62	60	135	104	91
EGFR_1,PDK1_pS241_0	0.405998971471	0.504551205451	36	29	68	62	65	130	104	91
Ku80_0,CD49b_0	0.62201668941	0.904479708087	34	26	70	65	60	135	104	91
Smad4_1,Akt_0	1.87522892375	0.354839557347	48	30	56	61	78	117	104	91
Smad4_1,Dvl3_1,PRDX1_0	0.98736331238	0.129597171161	39	28	65	63	67	128	104	91
PI3K-p85_1,Cyclin_D1_1	-0.62201668941	0.0648013399129	30	30	74	61	60	135	104	91
FOXO3a_0,Annexin-1_0	0.454076113192	0.22322604967	34	27	70	64	61	134	104	91
AMPK_pT172_1,beta-Catenin_0	0.763673463096	0.444411241679	35	26	69	65	61	134	104	91
Smad1_1,CDK1_0	-0.0964911519196	0.95817229662	45	40	59	51	85	110	104	91
Cyclin_D1_1,JAB1_0	0.311008344705	0.792854404246	33	27	71	64	60	135	104	91
HER2_1,PRDX1_0	0.636404517126	0.834603410464	40	31	64	60	71	124	104	91
Rictor_pT1135_1,PKC-pan_BetaII_pS660_0	1.79938186482	0.0284450759539	45	28	59	63	73	122	104	91
Smad4_1,Tuberin_0	-0.784313286423	0.100221131245	30	31	74	60	61	134	104	91
Smad1_1,Bad_pS112_1	-0.682725135614	0.691421520761	34	34	70	57	68	127	104	91
Chk1_1,Akt_0	0.62201668941	0.495735332433	34	26	70	65	60	135	104	91
Dvl3_1,Smad4_0	0.62201668941	0.882342403857	34	26	70	65	60	135	104	91
p27_0,Akt_pS473_0	0.933025034115	0.823481915834	35	25	69	66	60	135	104	91
Dvl3_1,Akt_pT308_1,Bad_pS112_0	-0.364023125641	0.634860438128	34	32	70	59	66	129	104	91
EGFR_pY1068_0,Bad_pS112_0,53BP1_0	-0.0407593878636	0.599365248565	34	30	70	61	64	131	104	91
Bcl-xL_0,14-3-3_epsilon_0	1.55504172353	0.0443147704614	37	23	67	68	60	135	104	91
cIAP_1,PRDX1_0	-0.184165620791	0.496069122077	33	30	71	61	63	132	104	91
YAP_0,Dvl3_0	-1.11649717154	0.232009545832	31	34	73	57	65	130	104	91
GAPDH_0,Bid_0	0.933025034115	0.181200748381	35	25	69	66	60	135	104	91
p21_1,Bcl-xL_0	1.24403337882	0.143183948262	36	24	68	67	60	135	104	91
14-3-3_epsilon_1,PDCD4_0	1.55504172353	0.675087596843	37	23	67	68	60	135	104	91
Rictor_pT1135_1,AMPK_pT172_0	0.685109237162	0.427614805486	38	29	66	62	67	128	104	91
SCD1_1,4E-BP1_pT37T46_0	1.55504172353	0.287119606214	37	23	67	68	60	135	104	91
Smad4_1,Annexin_VII_1	1.60900305142	0.132486323866	46	30	58	61	76	119	104	91
Bad_pS112_1,CDK1_0	0.763673463096	0.494332270849	35	26	69	65	61	134	104	91
PI3K-p85_1,p53_1	-0.346454796841	0.551387334371	33	31	71	60	64	131	104	91
14-3-3_epsilon_1,PRDX1_0,PKC-alpha_0	0.475900027566	0.701720760208	40	32	64	59	72	123	104	91
14-3-3_epsilon_1,Tuberin_0	-0.311008344705	0.394769598976	31	29	73	62	60	135	104	91
Ku80_1,Bad_pS112_1	-0.698212002188	0.901342755641	35	35	69	56	70	125	104	91
GAB2_1,MEK1_pS217_S221_0	0.933025034115	0.367778074696	35	25	69	66	60	135	104	91
PRDX1_1,JNK_pT183_Y185_1	0.287693243537	0.474616904271	34	28	70	63	62	133	104	91
GAB2_1,VEGFR2_0	0.429719781845	0.6427938772	35	28	69	63	63	132	104	91
YAP_pS127_0,SCD1_0	1.24403337882	0.201376940533	36	24	68	67	60	135	104	91
HSP70_1,Tuberin_0	-0.0205495173955	0.763600546618	33	29	71	62	62	133	104	91
Smad4_1,LKB1_0,53BP1_0	0.475900027566	0.985057108	40	32	64	59	72	123	104	91
Smad1_1,N-Cadherin_0	-1.88078614914	0.586952326874	29	37	75	54	66	129	104	91
Annexin_VII_1,GAPDH_0	0.933025034115	0.762835865335	35	25	69	66	60	135	104	91
S6_pS235_S236_1,AMPK_pT172_1	-0.221652988494	0.672623705675	35	32	69	59	67	128	104	91
PRDX1_1,Annexin_VII_1	0.454076113192	0.625815259748	34	27	70	64	61	134	104	91
PRDX1_0,Cyclin_D1_0	-1.86605006823	0.130081182679	26	34	78	57	60	135	104	91
PRDX1_1,Tuberin_0	0.710498200074	0.85212551909	37	28	67	63	65	130	104	91
VEGFR2_0,Bad_pS112_0	0.726013571983	0.158363807478	43	33	61	58	76	119	104	91
HSP70_1,Ku80_0	0.933025034115	0.297838231075	35	25	69	66	60	135	104	91
4E-BP1_1,beta-Catenin_0	-0.311008344705	0.918757860429	31	29	73	62	60	135	104	91
JNK_pT183_Y185_1,YAP_0	0.311008344705	0.331988508449	33	27	71	64	60	135	104	91
Rictor_pT1135_0,Bad_pS112_0	-0.451305733935	0.275524702608	39	37	65	54	76	119	104	91
Dvl3_1,14-3-3_epsilon_1,PRDX1_0	0.736662483163	0.586056763491	36	27	68	64	63	132	104	91
NDRG1_pT346_0,eEF2_0	1.12448845866	0.29572029038	40	28	64	63	68	127	104	91
p38_pT180_Y182_1,EGFR_pY1068_0	-0.311008344705	0.469060305453	31	29	73	62	60	135	104	91
PDCD4_0,ARHI_0	1.55504172353	0.14111976877	37	23	67	68	60	135	104	91
Smad1_1,AMPK_pT172_0	-0.713850041348	0.53642212668	36	36	68	55	72	123	104	91
ER-alpha_pS118_1,PDK1_pS241_0	0.736662483163	0.795137277209	36	27	68	64	63	132	104	91
Rad50_0,PDK1_pS241_0	1.48771765702	0.115385552501	39	25	65	66	64	131	104	91
Akt_pT308_1,PKC-alpha_0,Bad_pS112_0	-0.367729808518	0.962815318971	43	40	61	51	83	112	104	91
Tuberin_pT1462_1,SCD1_0	-0.184165620791	0.874772021985	33	30	71	61	63	132	104	91
Akt_pT308_1,eEF2_0	-0.0606705209401	0.773173407685	35	31	69	60	66	129	104	91
eIF4G_1,PDCD4_0	0.933025034115	0.150891021307	35	25	69	66	60	135	104	91
